name,count
" Tang, Wenqing",1
" Huang, Dandan",1
" Berhane, Yohannes",1
" Xie, Linghai",1
" Guo, Luo",1
" Chen, Quanjia",1
" Kaji, Tomohiro",1
"Wang, S. X.",1
"Vincent, Amy L.",1
" Choi, Dan Bi",1
"Hu, Jiyu",1
" Takahashi, Y.",1
" McClean, Julie L.",2
" Gordillo, Andres",1
" Hua, Ping",1
" Lv, Xiao-Dan",1
" Machado, Angelo H. L.",1
" Ji, Tuo",1
"Lu, Haizhou",1
" Scholz, Uwe",9
" Ru, Muye",1
" Gale, Nicola",1
" Bai, Pingping",1
" Okamura, Yasushi",1
" Jin, Ting",1
" Zhou, Xiaoxin",1
" Minato, Ken-ichi",1
" Seger, Urban",1
" Mao, Liming",1
" Goerke, O.",1
" Huang, Geng",3
" Abbaszade, G.",1
" Williams, Jonathan",1
" Bunney, Tom D.",1
" Ahmad, Sheikh Saeed",1
" Huber, Thomas",5
" Liu, Menghao",1
" Keogh, Michael-Christopher",1
" Henske, E. P.",1
" Xie, Kui",1
" Nanni, Simona",1
" Tian, Ruijun",1
" Long, Feng",1
"Boss, John",1
" Zhao, Yingzhong",1
" Jiang, Bing-Huang",1
" Kim, Jihun",2
"Ehrmaier, Johannes",1
"Mirhaj, M.",1
" Wei, Kathy Y.",1
" Forconi, Mariko",3
" Heijink, Anne Margriet",1
" Ruokonen, Peter",1
" Pedersen, Rasmus K.",1
" Kasbohm, Elisa",1
" Wang, Xinlong",2
"Chatterjee, Aniruddha",1
" Liu, Xiaofei",2
"Ma, Ling-Ling",1
"Chaunchaiyakul, Songpol",2
" Mehta, Malavika",1
"Kopitar-Jerala, Natasa",1
" Deringer, Volker L.",1
" Tark-Dame, Mariliis",1
" Scholte, Larissa L. S.",1
" Tan, Xiao",2
" Pradhan, Sirharsa",1
" Robine, Sylvie",1
" Nonomura, Ken-Ichi",1
" Salehi, Mohammad Hassan",1
Shao Longyi,1
" Burt, David W.",8
" Kroll, Peter",1
" Chang, Yanqi",1
" Gonzalez, Carolina",1
" Wang, Changqing",1
" Luo, Fang",1
" Shad, Sarfraz Ali",1
" Constantine, Arran",1
" Xiao, Fang",1
"Kraft, Thomas E.",3
" Burton, Ralph R.",1
"Tian, Yongqiang",1
" Luo, Dong-Sheng",1
" ullah, Muhammad Irfan",1
" Go, Michelle S.",1
" Qi, Kuo",3
" Turner, Peter",1
" Zheng, Guangjie",1
" Barker, F. Keith",1
" Wu, Yang",3
" Nashun, Buhe",1
" Hansen, Diana Silvia",1
" Cai, Ning",4
" Deng, Fei",3
" Yuan, Fulong",1
" Chen, Chien-Hsun",1
"Zuchowska, Magdalena",1
" Liu, Jixian",1
" Cui, Shufang",2
" Wang, Yongjun",2
" Wang, Jiaming",1
" Browning, Darren D.",1
" Ogata, E. M.",1
" Dong, Ben-chao",1
"Han, Yan-Chuang",1
"Witton, Mark P.",1
" Liu, Qing Huo",3
" Akhtaruzzaman, Md",1
" Bidet, Yannick",1
" Wagner, Ulrich",1
" Ogden, L.",1
" Srinivasan, Balasubramanian",1
" Lai, Lai-Hung",1
" Chen, Siyuan",3
" Mak, Tak Wah",1
" Williams, Jason B.",1
" Ko, Jaejung",14
" Tong, Haoya",1
" Pei, Chengjie",1
" Zeng, Hui",4
"Teng, Zhenyuan",1
" Melo, Claudio M. R.",2
" Daimon, Caitlin M.",1
" Gutierrez-Adan, Alfonso",1
"Pan, Yilong",2
" Chen, Yuehua",1
" Allen, Stephanie",1
" Zhou, Hongxia",1
" Onipchenko, Vladimir",1
" Chu, Wenhai",1
" Zheng, R.",1
" Sepilian, Vicken",1
" Jingo, Liqiang",1
" Visweswariah, Sandhya S.",3
" Shu, Sara",1
"Hone, David W. E.",1
"Xia, Bin",1
" Heller, Rasmus",1
"Suresh, S.",1
" Chang, Wei-Hsuan",1
" Willcox, D. E.",1
" Cobb, Alexander J. A.",1
" Lacey, Eileen A.",1
" Altamirano, Diego",1
" Li, Menghua",2
" Hu, Keping",1
" Kodama, Natsumi",1
" Carreiras, Joao M. B.",1
" Santos, Guilherme M.",1
"Tiku, Varnesh",1
"Underwood, Christina Rye",1
"Huo, Y. Y.",1
" Mann, Harpartap",3
 EEr Hehua,1
" Strachan, I. B.",1
" Zhu, Ze-Yang",1
" Wennrich, V.",1
" Erskine, Peter T.",1
 Cai ChenYang,1
" Silva, M. Catarina",1
" Omrani, Arash A.",1
"Benazzi, S.",1
" Zhang, Yaou",3
"Cai, Chenyang",2
" Diekmann, Yoan",1
"Sena, Filipa V.",1
"Sheng, Jiang",1
" Freedman, Wendy L.",2
" Denk, Patrick",1
"Li, Yibo",1
" Neale, David B.",2
" Uverskya, Vladimir N.",1
" Hu, Linfeng",1
"Lewandowski, Jaroslaw",1
" Yuan, Zhe",1
" Riester, Markus",2
"Kiel, Mark J.",1
"Ding, Dong",1
"Jung, Mi-Hee",1
" Pokrzywinski, Jesse",1
" Seehausen, Ole",1
" Zhang, Xuewen",1
" Bahain, Jean-Jacques",1
" Guo, Baolin",1
" Zhang, Xiaoning",1
" Diao, Guowang",2
" Kanemura, Yonehiro",1
" Xue, Yali",13
" Steyer, J. -Sebastien",1
" Breuning, Martijn H.",1
"Li, Ru",1
" Helmann, John D.",1
" Lim, Junxian",2
" Guo, Xuefeng",2
" Zhu, Pin-Wen",1
" Lange, Matthias",1
"Wu, Fangfang",1
" Saleh, Raihan",1
" Yang, Feng-Chun",5
" Tan, Yuanming",1
" Takan, Taylan",1
" Morseburg, Alexander",1
" Salomao, R. P.",1
" Dreismann, Alexander",1
" Avila, Alejandra",1
"Li, Tingting",1
" Alvarez-Davila, Esteban",1
" Lu, K.",16
"Xin, Long",1
" Wygant, J. R.",1
" Voehler, Markus",1
" Fukuda, Atsushi",1
" Falci, G.",6
" Xue, Ding",1
"Yu, Junyang",1
"Clinckemalie, Liesbeth",1
"Bassett, Dan",1
" Sugimura, Kazuyuki",1
" Qu, Liang-Hu",1
" Chuang, Kai-Ting",1
"Ruan, Haihua",1
" Wynn, Thomas A.",1
"Jurisch-Yaksi, Nathalie",1
" Wada, Ikuko",1
" Ruger, Justin",1
" Geelhaar, Lutz",1
" Patel, Kanu",1
" Stojakovic, Tatjana",1
" Yamazaki, Takahiro",1
" Gu, Brian X.",1
" Tsukazaki, Tomoya",2
"Liao, Menghan",1
" Kitahama, Yutaka",1
"Kartsev, V. M.",1
"Lin, Ligang",1
" Zaitsu, Shin-ichi",1
"Que, Ya-Ping",1
"Gluud, Lise Lotte",2
"Goel, Suchi",1
" Cha, Mingyang",2
"Hwang, Wonseok",1
" Park, Sungdae",1
" Medycki, Wojciech",1
" Masson, Gisli",1
" Estop, A.",1
"Panciera, Tito",1
"Krayev, Andrey",1
" Concepcion, Javier J.",1
" Seneschal, Julien",1
"Pommier, Yves",3
" Wu, Xiangwei",1
"Erekat, Nour S.",1
" Wu, Joseph C.",7
" Creus, Gloria",1
" Mordaunt, Charles",1
"Leustek, Thomas",1
"Yang, Xiunan",1
" Han, C. Q.",2
" Meng, Dezhong",1
" Hodson, Charlotte",1
" Wu, Feixiang",1
" Tokita, Kei",1
"Baxter, Eva",1
" Ding, Bi-Sen",1
"Fong, W.",1
"Wang, Q.",2
"Nakajima, Karina",1
"Yu, Fan",1
" Connorton, James M.",1
" Hu, Lianzhe",1
" Pak, ChangHui",1
" Lou, Minhe",1
" Zhang, Qiang",55
" Ryu, Gyeong Hee",1
" Daza, Enrique A.",1
" Khuri, Fadio",1
" Desmots, Fabienne",1
Yang Tao,1
" Chen, Hong",22
" Imburgia, Michael J.",1
 Yan Bin,1
" Drucker, Daniel J.",1
"Piccolo, Francesco M.",2
" Todo, Satoru",1
" Zoller, P.",2
" Wang, Po-Hsin",1
" Stillman, Bruce",2
" Wang, Feiran",1
" Yan, Jianjun",1
" Torres, Yerisf",1
" Fan, Hong-Wei",1
"Melo Franco-Santos, Rita",1
" Gong, Shi-Jing",1
" Heeres, Reinier",1
"Li, Gezi",1
" Nasca, Justin N.",1
" Chen, Ming-Che",1
" Freinkman, Elizaveta",1
"Stephens, Robert F.",1
" Atkin, Joanna M.",3
"Regmi, Kamesh C.",1
" Wang, Guanqiao",1
" Couderc, Marie",1
" Li, Xuyang",1
"Cleaver, James E.",1
" Back, Thomas G.",1
" Zou, Li-Fang",2
" Hbid, Hassan",1
"Hilton, Isaac B.",1
" Potma, Eric O.",1
" Breker, Michal",1
"Yamaguchi, Yoshie",2
" Le, Huijun",1
" Zou, Xiaopeng",1
"Chao, Kinlin L.",1
" Zhou, Baozeng",1
"Filipski, Kevin J.",1
" Alink, Gerrit M.",1
" Martineza, Isidoro",1
" Zhou, Wenzheng",2
" Steinemann, Marcus",2
" Fu, Yue-xian",1
" Fair, J.",1
" Ge, Shikun",1
" Eugenia Segretin, Maria",2
" Pande, Partha Pratim",1
" Kadokura, A.",1
"Villamizar, Olga",1
" Cardozo, Johana A.",1
" Gyimesi, Gergely",1
" Zhang, L. -H.",1
" Makasyuk, Igor",1
" Kim, Soohong",1
" Simon, Jean-Christophe",1
" Bracken, Clay",1
"Hablot, Delphine",1
" Gotteland, Martin",1
" Chen, JunMing",1
" Nashoba, Amber R.",1
" Tseng, Ping-Huei",1
" Jiang, Guoqiang",1
" Watanabe, Nobumoto",1
" Madan, Rashna",1
" Cook, Michele",1
" Lin, Zhongrong",1
" Nemoto, Kae",1
" Berthier, Raphael",1
" Liang, Sihang",1
" Hotu, Cheri",1
" Xing, Yu-Hang",1
"Fu, Lifeng",1
" Zhang, Hailei",1
" Samuel, Robin",1
" Siffroi, Jean-Pierre",1
" Sridhar, Akshayalakshmi",1
" Shan, Yunfeng",1
" Rodgers, Margaret L.",2
" Gao, Yan-feng",1
" Boudon, Corinne",1
" Shao, Zhude",1
" Feng, Chaoyang",1
" Suryavanshi, Mangesh V.",1
"Karlsson, Martin",2
" Dudley, Jaquelin P.",1
" Das, Shyamal",2
" Silva, S. Ravi P.",1
" Chu, Jeffrey S. C.",1
" Forberich, Karen",1
" Martinis, John M.",4
" Su, Hesheng",1
" Muders, Katja",1
" Gleeson, E.",1
" Correnti, Matteo",1
" Zhang, Yuan Yuan",1
" Barzon, Luisa",1
" Paraskevopoulou, Maria D.",1
" Wedlake, Andrew J.",1
" Tafforeau, Paul",6
" Ancuta, Petronela",1
" Tarrasch, Jeffrey T.",1
" Famulski, Jakub K.",1
" Orford, Simon",1
" Lu, Wange",1
" Chen, Jeremy J. W.",2
"Syu, Yu-Kai",2
"Niu, Xinyi",1
" Wang, Jiali",2
"Zang, X. M.",1
" Wang, Kunlin",1
" van der Spoel, David",1
" Akazaki, Tatsushi",1
" Shulaev, Vladimir",2
" Farahnik, Benjamin",1
" Kelly, Gavin P.",1
" Qiao, Lijie",1
" Mancini, Massimiliano",1
" Matias, Ana Margarete",1
" Boonekamp, Piet",1
" Dong, Hongxing",1
"Yao, Li",2
" Liu, Shuhui",1
" Rathore, Shailendra S.",4
" Moro, Stefano",1
"Sakuma, Toshie",1
" Wang, Kewei",1
" Han, Jongwoo",1
 Zhang Yunhai,1
" Lan, Xiujin",3
" Damas, Giane",1
" Vandepoele, Klaas",2
" Raubenheimer, David",1
" Zhu, Weijing",1
" Formenty, Pierre",2
" Meng, Xiuxiang",2
" Gao, Shoubao",1
Liu Chunla,1
" Kim, Seong-Jin",1
" Wu, Mingxing",13
"Wang, Qiong",5
" Kratchmarov, Radomir",1
" Di, Zengfeng",3
 Xu Xue-Qing,1
" Serrano-Lujan, Lucia",1
" Snyder, Michael P.",4
" Pop, Mihai",2
"Webster, Steve J.",1
"Zuber, Helene",1
"Chen, Yao-Hua",2
" Godfrey, Celia",1
"Krebs, Joachim",1
" Bryjova, Anna",1
 GeJianping,1
" Sridhar, Rohan",1
" Donley, Carrie L.",1
" Singarayer, Joy S.",1
" Wagner, Jordan",2
"Nie, Lina",2
" Pauporte, Th.",5
" Kukura, Philipp",1
"Apel, Amanda Reider",1
" Zhang, Hui-ping",1
" Vasiliu, Monica",1
" Kim, Kwang Ho",1
" Jiang, Fengjian",1
"Pliotas, Christos",1
" Churcher, Carol",1
" Krawczyk, Michal",1
" Limousin, Jean-Marc",1
" Julkunen, Ilkka",1
" Lau, Ching-Fun",1
" Gundakaram, Ravi C.",1
"Hong, Yanping",2
" Ma, Zhenyi",1
" Lieleg, Corinna",1
" Hubeau, Cedric",1
"Liu, Di",2
" Biggs, Mark J.",1
" Edwardson, J. Michael",1
" Lollier, Virginie",1
" Kong, Heidi H.",2
" Tavoni, Massimo",1
"Xie, ChuanMei",1
" Melnikova, N. V.",1
" Wagg, Serena",1
" Seiler, Jon",2
" Du, Xiaomin",3
" Hildebrandt, Thomas",1
" Tellier, Julie",1
" Kersting, David",1
" Vlasova, Ekaterina",1
" Zhang, Shuyu",1
" Sugimoto, A.",1
"Baloch, Ahmer A. B.",1
"Zhu, Haibo",1
"Zheng, Yunfei",1
" Rohling, Eelco J.",2
" Ishida, Yasuhiro",1
" Liu, Qiu-Ping",1
" Brown, Philip H.",1
" Nguyen, Huyen T. L.",1
" Zhang, Guojie",22
" Shao, Yu",1
" Xu, Xiuhong",1
" Li, Xiang",22
" Roth, Miguel",1
" Arokiaraj, A. W. R.",1
" Waeckers, F. L.",1
" Zhang, Wan-Ying",11
" Wang, Shao-yun",1
" Zhao, Jianwen",1
"Veevers, J. J.",1
Zhou Haofei,1
" Guo, Haidan",1
" Sharma, Vishal",1
Zhang XingLiang,1
"Moiseev, I. I.",1
" Yoshimura, Yuya",1
"Gao, Fei",3
" Mekler, Vladimir",1
" Xu, Piao",34
" Elias, Marianne",1
" Zou, Wen-jiang",1
" Shane, Janelle",2
" Ossman, Tahani",1
" Diaz, Isabelle",2
"Jonoska, Natasa",1
"Field, Kenneth A.",1
"Beyret, Ergin",1
" Rathinam, Vijay A. K.",2
"Luo, Beibei",1
" Wegner, Sven",1
" Bernard, Olivier A.",6
" Qiao, Shenglong",1
" Liu, Xingrui",1
" Aphalo, Pedro J.",1
" Xiao, Pei-gen",1
" Sun, Yuna",2
" Nieuwdorp, M.",3
" Reyes, A. R.",1
" Martinez, Flor",1
" Dubensky, Thomas W., Jr.",1
"Hansen, Jesper S.",1
" Krause, David W.",2
" Zhao, Zihua",1
" Hiraoka, Nozomu",1
" Dworzynski, Piotr",2
" Choi, Chulmin",1
" Heyn, Holger",2
" Luo, Oscar",1
" Chen, Chiao-Che",1
"Xie, Wan-Feng",1
" Leclerc, Marion",1
" Luan, Lin",1
" Cianci, Amelia",1
" Chapman, Henry N.",2
"Kang, Jian",1
" Fan, Lianxue",1
" Zheng, Zhi-Liang",1
"Lin, Yu-Ping",1
" Brown, Juliana",1
" Xia, Ruiyan",1
" Blanken, Peter D.",1
" Power, D. M.",1
" Feng, J. J.",1
" Friedman, Matt",12
" Carninci, Piero",2
" Hauser, Loren",1
" Husseiny, Mohamed I.",1
" Hu, Zhongwei",1
" Wang, Jinfa",2
" Wang, Zirun",1
" Guo, Guanghao",2
" Wei, Wei",24
"Kimura, Shizuka",1
"Cao, Zhengwen",1
" Shifrin, David A., Jr.",1
" Naylor, Claire E.",4
" Takeuchi, Ichiro",1
" Chou, Yu-Hsun",4
" Howe, Michael P. A.",1
" Wu, Weihua",3
"Heward, James A.",1
"Liu, Shaoqun",1
" Shan, Aidang",1
" Decker, Franco",1
" Weng, Shayuan",2
"Myllari, Fanni",1
" Keitel, Christoph H.",3
Nguyen Quoc Thai,1
"Quinet, Annabel",1
" Pellegrini, M.",1
" Davidson, Amy",1
" Sankaranarayanan, Karthik",1
" Feldmann, Friederike",7
" Zhang, Jine",1
"Zhang, Nuonuo",3
" He, Jr-Hau",3
" Sofer, Yizhak",1
" Rana, Tariq M.",3
"Harris, Kelley",2
"Pennycook, Stephen J.",1
" Bergens, Steven H.",1
" Cai, Wenju",2
" Beard, N. A.",1
" Vernay, Bertrand",1
" Shibasaki, Futoshi",1
" Perez-Terzic, Carmen",1
" Rupp, Jan",1
" Gopala, Srinivas",1
" Nelson, Elizabeth A.",1
" Du, Cheng",1
" Inoue, Tsuyoshi",2
" Isakova-Sivak, Irina",5
" Li, Junyu",1
" Huang, Minsheng",1
" Zhong, Danmin",1
" Xu, Junming",3
" DeVine, Jessalyn A.",1
" Sun, Chaohui",1
" Jin, Ze",1
"Mascarenhas, Danielle P. A.",3
" Holt, Robert A.",1
" Kobayashi, Yoshitsugu",1
" Ryffel, Bernhard",1
" Mizuno, Takashi",1
"Lin, Hua",1
" Pan, Yajun",1
" Deng, Wei-Wei",1
" Fonsato, Valentina",1
" Ma, Hongmin",1
" Delsing, P.",1
" Wang, M. X.",2
" Victora, Gabriel D.",2
" Pan, Xiaohua",1
" Oda, Sayaka",1
" Jiang, Xueyang",1
"Tian, Yonghang",1
" Ferrier, Robert C.",2
" Badjic, J. D.",1
" Emery, John F.",1
" Ren, Bin",15
" Xu, T-p",1
" Arnaud, Philippe",1
" Merriman, Julie A.",1
" Popova, Milena",1
" Ryazanov, V. V.",1
"Wang, Xiaoxiong",1
" Mazin, I. I.",1
"Lou, Shuai",1
" He, Zhiyong",1
"Swarnalatha, Manickavinayaham",1
" Pean, Stephane",1
" Deming, Meagan",1
" Brunger, Axel T.",10
" Xu, Zhaobin",1
 Thuc Le,1
" Craig, Brian",1
" Kristof, A.",1
" Wan, Xin-Yue",1
" Zhou, Zijing",1
" Buffet, Alexandre",1
" Tsutsui, Kimiko M.",1
" Heger, Alexander",2
" Gao, Lirong",1
" Su, Xue",1
" Lv, H. Y.",2
" Wu, Jiagang",1
" Li, Zhengjie",1
" Galle, Eva",1
"Mashreghi, A.",1
" Vijayakumar, Harshavardhanan",1
"Cho, An-Na",1
" Tang, Ya-Wen",1
" Ilori, Moses Babatunde",1
"Wang, Pengwei",1
" Dovc, P.",1
" Copeland, J.",1
" Bethmont, A.",1
" Kumah, Divine",1
" Mulder, Nicola",1
"Walsh, Aron",1
" Chen, Jiuhua",1
" Jaffe, Daniel T.",1
" Qin, Tefu",1
"Riegger, David",1
" Sofia, Heidi J.",1
" Banati, Richard B.",1
"Yi, Chenyi",3
"Song, Qilei",2
" Zhu, Hong",3
"Pitulko, Vladimir V.",1
" Tao, Wei",2
" Li, Zhuo",1
" Jechlinger, Martin",1
" Yang, Zhi-yong",1
"Saura, Carlos A.",1
" Welch, John J.",2
" Shigematsu, Megumi",1
" Buonomo, Erica L.",1
" Overington, John P.",1
" Kudryashev, Mikhail",1
"Williams, Vennesa O.",1
"Matton, Nicolas",1
" Wu, Xiaoying",1
" Zhu, Shengbo",1
"Ma, Mingyong",1
" Chu, Yao-Ming",1
" Lorig, Fabian",1
" Zhang, Su-Zhen",1
"Diller, K.",1
" Shu, Yi-jun",1
" Bill, Roslyn M.",1
" Efthymiou, Anastasia G.",1
" Logofatu, Constantin",1
"Li, Guicheng",1
" Fleischer, D. E.",1
"Zhang, Teng",3
" Zhang, Zhongqin",1
" Barriot, Samia",1
 Zhang Wenfeng,1
" Lu, Sijin",2
" Ye, Jiao",1
"Ulmschneider, Martin B.",1
" Wong, Dennis H. -J.",1
"McRae, K. M.",1
" Rivas, Miriam V.",2
"Fyodorov, Ilya",1
" Izadmehr, Ehsan M.",1
" Reid, Brian G.",1
" Larson, Gaynor A.",1
" Fan, Zhenxin",2
" Li, Dawei",1
" Lucchesi, Fabiano",1
" Volders, Pieter-Jan",1
" Ivanisenko, Yulia",1
" Copenhaver, Alan M.",1
" Ren, Luquan",1
" Cauwelaert, Natasha Dubois",2
" Jiang, Jie",2
" Matsumoto, Michio",1
" Bozdogan, Sevcan",1
" Wan, Jia",19
" Barnaba, Vincenzo",2
" Yen, Yi-Chi",1
" Ogiso, Satoshi",1
" Toledo, M.",1
" Skinner, John J.",2
" Quandt, Dagmar",1
" Zhang, Yizheng",2
" Andrienko, Denis",2
" Tan, Xiaoli",1
" Farrer, Lindsay A.",1
" Tefferi, A.",1
" He, Yun",1
" Fang, Jingjing",1
" Luo, Zhong",1
" Wei, Zhi-Qiong",1
"Chen, Shu-wen W.",1
" Liss, P.",1
" Yang, Meijia",1
"Ding, Hao",1
" Scarano, Maria-Teresa",1
" Narbonne, Guy M.",1
" Chen, Xiaohua",3
" Lin, T. -Y.",1
" Geng, Bin",2
" Xu, Jiandong",2
"Ng, S.",1
"Sengupta, Parijat",1
" Su, Fanglong",1
" Gu, Yu-Ming",1
" Banerjee, Budhaditya",1
" Stefanescu, Gheorghe",1
" Anajafi, Zakieh",1
" Ungar, Peter S.",1
" Byeon, In-Ja L.",1
" Bavaresco, Jessica",1
" Wiedensohler, A.",2
" Hong, Jinglan",1
"Tsuchiya, Megumi",1
"Shin, Gwang Su",1
" Mamishi, Setareh",1
" Bourquin, Sylvie",1
" Oblessuc, Paula R.",1
" Javier Garcia de Abajo, F.",2
" Feng, Xiao-Xia",1
"Okabe, Takuya",1
" Georgakaki, Irene",2
" Kreipe, H.",1
" Ju, Dianxing",1
"Paek, Sanghyun",2
" Bramham, Clive R.",1
" Armando, Natalia G.",1
" Xiong, Yueting",1
" Takayanagi, Ryoichi",1
" Schneider, Paul",1
" Li, Hongjie",2
" Yu, Xiao-Tong",1
"Vergauwen, David",1
"Maniv, Inbal",1
" Sutton, Mark D.",5
" Zuo, Wei-Jie",1
" Grande, Cristina",1
" Wang, Binsong",1
" Hou, Tingjun",4
" Trickett, Christopher A.",1
"Mesin, Luka",1
" Sun, Yele",14
" Cox, Andrew D.",1
" Huang, Jie",13
" Ni, Ming",3
"Lyubartsev, Alexander P.",1
" Frenkel, Zeev",2
 Xu Fei,3
"Froelich, Brett",1
" Crain, Charlene M.",1
" Ochieng, Melvin",1
"Cate, Jamie H. D.",1
" Lee, Ji-Su",1
" Vuylsteke, Marnik",1
" He, Fangyuan",1
" Ao, Ying",1
"Rajpal, Deepak K.",2
" Chuang, T-M.",1
"Qiu, Jiehua",1
"Wan, Yangyang",1
" Zheng, Yanhua",1
"Meng, Qiushi",1
" Kong, Dongdong",1
" Doudna, Jennifer A.",8
" Yang, Fang-Zu",1
" All, Angelo H.",1
" Pufahl, Peir K.",1
" Guo, Ning",4
" Meliefste, Kees",1
"van Doremalen, Neeltje",3
" Jin, Yan Yan",1
" Kovacs, Michael A.",1
" Patil, Veena S.",1
" Kamboh, Afzal H.",1
"Yu, Xue",1
" Danner, Angela",1
" Reme, H.",1
" Doddamani, Dadakhalandar",1
" Overton, John",1
" Alonzi, Tonino",1
" Adler, Peter B.",1
" Meng, Fan-Li",1
" Bommannavar, Arunkumar",1
" Thiang, Guo Chuan",3
" Van Tongelen, Aurelie",1
" Liu, Da-Hai",1
" Wren, Jonathan D.",1
" Cho, Sangwoo",1
" Ansari, Aseem Z.",3
" Kang, Feiyu",6
" Wang, Zhao-wei",1
" Ke, You",1
" Li, Yongjian",4
" Quilty, Brid",1
" Danda, Sumita",1
" Yin, R.",1
" Wang, Jianfeng",2
" Huang, Jun-Ying",1
" Shinmura, Kazuya",2
" Craven, Gregory",1
" Du, Lin",2
" Olivier, Sarai",1
" Singh, Satish C.",5
" Zhang, Minming",1
" Ji, Jian",1
" Smecca, E.",1
" Dong, Huafeng",7
" Knittel, Ana S. O.",1
" Ayieta, E. O.",1
" Zhang, Jingru",3
" Chiang, Ting-Hsuan",1
" Boushey, Homer A.",1
" Lorente, Nicolas",1
" Sing, Charles E.",1
" Kamachi, Hirofumi",1
" Kuenstner, Axel",1
" Fernandez, Sandra",1
" Batchellor, Adam S.",1
" Woerheide, Gert",2
" Xu, B. Q.",1
" Ling, Lanyu",1
" Ishikawa, Masami",1
" Chen, An-Te",1
"Gonzalez-Pech, Ral A.",1
" Tsutsumi, Y.",1
" Xing, Xianran",2
" Mancini, Estefania",2
" Manuel Andreu, Jose",2
" Scaglione, Antonella",1
"Munoz-Fuentes, Violeta",1
" Prabhu, Kumble Vinod",1
" Ludvigson, Gregory A.",1
" Shen, Dezhen",1
" Haukanes, Bjorn Ivar",1
" Grahammer, Florian",1
" He, Xiaoqiao",2
" Ellis, Michael A.",1
"Zichittella, Guido",1
" Burlingame, Alma L.",1
"Pfoh, Roland",1
"Ellis, Kelsey N.",1
" Stoica, Vladimir",1
"Zhang, Yunjiang",3
" Wang, S. P.",1
" Belli, F.",2
" Durupthy, O.",1
" Phase, D. M.",1
"Powell, Jon T.",1
" Jing, Liang",1
"Priyadarshi, S.",1
" Dinh, Huy Q.",1
" Schreifels, Jeremy",2
" Ma, Hongwei",3
" Lentzsch, Peter",1
" Florian, Fiorella",1
" Zhang, Weibo",1
" Dong, Shaoqiang",1
" Condom, Enric",1
"Tubtimtae, Auttasit",3
" Su, Zhenghui",1
" Fang, Guang Chen",1
"Edalati, Kaveh",1
" Zhao, Huixian",2
" Niu, Fengjuan",1
"Uemura, Takuji",1
" Matos de Miranda Torrinhas, Raquel Susana",1
" Zhu, Li",6
" Dumeignil, Franck",1
" Lackner, Carolin",1
"Miao, Lijuan",1
